기간,지역,HS코드,품목명,수출건수,수출금액,수입건수,수입금액,무역수지,품목약칭_TRASS
2019,세종특별자치시,99,일시적입법;설치된간이수정에따른입법을트레이드한다;추가적수입제한농업인것의제22부에따른확립된것조정행위수정된것처럼,0,0,234,0,0,
2020,세종특별자치시,01,살아있는동물,0,0,9,98,-98,산_동물
2020,세종특별자치시,03,어류ㆍ갑각류ㆍ연체동물과그밖의수생(水生)무척추동물,0,0,81,696,-696,어류
2020,세종특별자치시,04,낙농품새의알천연꿀다른류로분류되지않은식용인동물성생산품,335,2046,1752,29199,-27153,낙농품
2020,세종특별자치시,05,다른류로분류되지않은동물성생산품,3,11,7,23,-12,기타_동물성생산품
2020,세종특별자치시,06,살아있는수목과그밖의식물인경(鱗莖)ㆍ뿌리와이와유사한물품절화(切花)와장식용잎,86,36,23,25,11,산_수목및절화
2020,세종특별자치시,07,식용의채소ㆍ뿌리ㆍ괴경(塊莖),21,65,935,2361,-2296,채소
2020,세종특별자치시,08,식용의과실과견과류감귤류ㆍ멜론의껍질,22,652,770,252,400,과실_견과류
2020,세종특별자치시,09,커피ㆍ차ㆍ마테(maté)ㆍ향신료,4,6,3486,422,-416,커피_향신료
2020,세종특별자치시,10,곡물,11,47,525,375130,-375084,곡물
2020,세종특별자치시,11,제분공업의생산품과맥아전분이눌린(inulin)밀의글루텐(gluten),5,2,671,47,-45,제분공업생산품
2020,세종특별자치시,12,채유(採油)에적합한종자와과실각종종자와과실공업용ㆍ의약용식물짚과사료용식물,8,320,945,421,-101,채유용종자
2020,세종특별자치시,13,락(lac)검ㆍ수지ㆍ그밖의식물성수액과추출물(extract),175,354,204,218,136,식물성수액과_엑스
2020,세종특별자치시,14,식물성편조물(編組物)용재료와다른류로분류되지않은식물성생산품,15,4,0,0,4,기타_식물성생산품
2020,세종특별자치시,15,동물성ㆍ식물성ㆍ미생물성지방과기름및이들의분해생산물조제한식용지방과동물성ㆍ식물성왁스,142,334,1804,622,-289,동_식물성유지
2020,세종특별자치시,16,육류ㆍ어류ㆍ갑각류ㆍ연체동물이나그밖의수생(水生)무척추동물또는곤충의조제품,3,1,98,7,-6,육_어류조제품
2020,세종특별자치시,17,당류(糖類)와설탕과자,17,24,8290,1802,-1777,당류설탕과자
2020,세종특별자치시,18,코코아와그조제품,1,43,4869,1226,-1183,코코아
2020,세종특별자치시,19,곡물ㆍ고운가루ㆍ전분ㆍ밀크의조제품과베이커리제품,283,20851,17249,2333,18518,곡물_곡분의_조제품
2020,세종특별자치시,20,채소ㆍ과실ㆍ견과류나식물의그밖의부분의조제품,133,1515,4774,6335,-4820,채소_과실의_조제품
2020,세종특별자치시,21,각종조제식료품,204,4090,111783,8444,-4354,각종의_조제식료품
2020,세종특별자치시,22,음료ㆍ주류ㆍ식초,179,766,1959,84,682,음료_알콜식초
2020,세종특별자치시,23,식품공업에서생기는잔재물과웨이스트(waste)조제사료,1,0,1049,1046,-1046,사료
2020,세종특별자치시,24,담배와제조한담배대용물연소시키지않고흡입하도록만들어진물품(니코틴을함유하였는지에상관없다)니코틴을함유한그밖의물품으로인체내에니코틴을흡수시키도록만들어진것,7,9,19,1,7,담배
2020,세종특별자치시,25,소금황토석류(土石類)석고ㆍ석회ㆍ시멘트,94,92,588,574,-482,암석광물
2020,세종특별자치시,26,광(鑛)ㆍ슬래그(slag)ㆍ회(灰),2,0,3,2,-2,금속광물
2020,세종특별자치시,27,광물성연료ㆍ광물유(鑛物油)와이들의증류물역청(瀝靑)물질광물성왁스,51,24,28,84,-60,광물성_연료에너지
2020,세종특별자치시,28,무기화학품귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의유기화합물이나무기화합물,148,1593,293,23220,-21627,무기화학품
2020,세종특별자치시,29,유기화학품,837,107965,1099,101148,6817,유기화학품
2020,세종특별자치시,30,의료용품,814,27877,8797,15634,12244,의료용품
2020,세종특별자치시,31,비료,3,0,3,0,0,비료
2020,세종특별자치시,32,유연용ㆍ염색용추출물(extract)탄닌과이들의유도체염료ㆍ안료와그밖의착색제페인트ㆍ바니시(varnish)퍼티(putty)와그밖의매스틱(mastic)잉크,563,17409,292,11236,6174,유연_착색제
2020,세종특별자치시,33,정유(essentialoil)와레지노이드(resinoid)조제향료와화장품ㆍ화장용품,1416,33186,26140,2997,30189,향료_화장품
2020,세종특별자치시,34,비누ㆍ유기계면활성제ㆍ조제세제ㆍ조제윤활제ㆍ인조왁스ㆍ조제왁스ㆍ광택용이나연마용조제품ㆍ양초와이와유사한물품ㆍ조형용페이스트(paste)ㆍ치과용왁스와플라스터(plaster)를기본재료로한치과용조제품,541,2556,5627,731,1824,비누_왁스
2020,세종특별자치시,35,단백질계물질변성전분글루(glue)효소,104,1693,76,938,756,단백질계물질
2020,세종특별자치시,36,화약류화공품성냥발화성합금특정가연성조제품,0,0,1,11,-11,화약류_성냥
2020,세종특별자치시,37,사진용이나영화용재료,877,29000,267,3171,25828,사진_영화용재료
2020,세종특별자치시,38,각종화학공업생산품,638,15574,845,3471,12103,각종_화학공업생산품
2020,세종특별자치시,39,플라스틱과그제품,6122,157195,5227,26238,130957,플라스틱
2020,세종특별자치시,40,고무와그제품,390,3236,790,6862,-3625,고무
2020,세종특별자치시,41,원피(모피는제외한다)와가죽,29,596,0,0,596,원피
2020,세종특별자치시,42,가죽제품마구여행용구ㆍ핸드백과이와유사한용기동물거트(gut)[누에의거트(gut)는제외한다]의제품,58,225,5213,4741,-4516,가죽제품
2020,세종특별자치시,43,모피ㆍ인조모피와이들의제품,0,0,4,4,-4,모피
2020,세종특별자치시,44,목재와그제품목탄,22,265,262,524,-259,목재_및목탄
2020,세종특별자치시,45,코르크(cork)와그제품,0,0,1,0,0,코르크
2020,세종특별자치시,46,짚ㆍ에스파르토(esparto)나그밖의조물재료의제품바구니세공물(basketware)과지조세공물(枝條細工物),0,0,49,124,-124,조물재료의제품
2020,세종특별자치시,47,목재나그밖의섬유질셀룰로오스재료의펄프회수한종이ㆍ판지[웨이스트(waste)와스크랩(scrap)],57,1307,308,31566,-30259,펄프
2020,세종특별자치시,48,종이와판지제지용펄프ㆍ종이ㆍ판지의제품,1093,24079,1092,18092,5987,지와_지제품
2020,세종특별자치시,49,인쇄서적ㆍ신문ㆍ회화ㆍ그밖의인쇄물수제(手製)문서ㆍ타자문서ㆍ도면,56,324,1436,241,84,인쇄서적_신문_회화
2020,세종특별자치시,50,견,0,0,1,0,0,견
2020,세종특별자치시,51,양모ㆍ동물의부드러운털이나거친털ㆍ말의털로만든실과직물,0,0,4,63,-63,모
2020,세종특별자치시,52,면,3,2,10,73,-71,면
2020,세종특별자치시,53,그밖의식물성방직용섬유종이실(paperyarn)과종이실로만든직물,1,1,0,0,1,기타_식물성방직용_섬유
2020,세종특별자치시,54,인조필라멘트인조방직용섬유재료의스트립(strip)과이와유사한것,963,6197,11,9,6188,인조필라멘트
2020,세종특별자치시,55,인조스테이플섬유,17,45,19,187,-142,인조스테이플섬유
2020,세종특별자치시,56,워딩(wadding)ㆍ펠트(felt)ㆍ부직포특수사끈ㆍ배의밧줄(cordage)ㆍ로프ㆍ케이블과이들의제품,14,202,218,7388,-7186,워딩_펄프_부직포
2020,세종특별자치시,57,양탄자류와그밖의방직용섬유로만든바닥깔개,0,0,38,17,-17,양탄자류
2020,세종특별자치시,58,특수직물터프트(tuft)한직물레이스태피스트리(tapestry)트리밍(trimming)자수천,0,0,230,585,-585,특수_직물
2020,세종특별자치시,59,침투ㆍ도포ㆍ피복하거나적층한방직용섬유의직물공업용인방직용섬유제품,561,6966,215,2304,4663,침투_도포직물
2020,세종특별자치시,60,메리야스편물과뜨개질편물,6,27,7,11,16,편물
2020,세종특별자치시,61,의류와그부속품(메리야스편물이나뜨개질편물로한정한다),186,1714,3004,5472,-3758,편물제_의류
2020,세종특별자치시,62,의류와그부속품(메리야스편물이나뜨개질편물은제외한다),172,1514,5415,4048,-2534,비편물제의류
2020,세종특별자치시,63,제품으로된방직용섬유의그밖의물품세트사용하던의류ㆍ방직용섬유제품넝마,92,443,1974,3405,-2962,기타_방직용섬유제품
2020,세종특별자치시,64,신발류ㆍ각반과이와유사한것이들의부분품,217,5399,2770,10485,-5087,신발류
2020,세종특별자치시,65,모자류와그부분품,13,7,473,206,-199,모자류
2020,세종특별자치시,66,산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용채찍과이들의부분품,0,0,16,129,-129,산류_지팡이
2020,세종특별자치시,67,조제깃털ㆍ솜털과그제품조화사람머리카락으로된제품,0,0,98,70,-70,조제_우모_조화_인모제품
2020,세종특별자치시,68,돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나이와유사한재료의제품,442,15010,128,851,14159,석_시멘트제품
2020,세종특별자치시,69,도자제품,220,22583,842,3953,18630,도자_제품
2020,세종특별자치시,70,유리와유리제품,435,14935,1176,20448,-5513,유리와유리제품
2020,세종특별자치시,71,천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을입힌금속과이들의제품모조신변장식용품주화,57,271,669,963,-692,진주_귀석귀금속
2020,세종특별자치시,72,철강,238,6527,359,13124,-6597,철강
2020,세종특별자치시,73,철강의제품,1379,16642,3034,13245,3397,철강제품
2020,세종특별자치시,74,구리와그제품,301,3127,228,6854,-3728,동
2020,세종특별자치시,75,니켈과그제품,0,0,7,61,-61,니켈
2020,세종특별자치시,76,알루미늄과그제품,272,4828,615,11746,-6918,알루미늄
2020,세종특별자치시,78,납과그제품,0,0,1,0,0,연
2020,세종특별자치시,79,아연과그제품,0,0,14,270,-270,아연
2020,세종특별자치시,80,주석과그제품,0,0,1,0,0,주석
2020,세종특별자치시,81,그밖의비금속(卑金屬)서멧(cermet)이들의제품,205,1173,146,1894,-721,기타_비금속
2020,세종특별자치시,82,비금속(卑金屬)으로만든공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크이들의부분품,101,6654,1375,2312,4342,비금속제의공구
2020,세종특별자치시,83,비금속(卑金屬)으로만든각종제품,194,2354,315,2065,289,비금속제의각종_제품
2020,세종특별자치시,84,원자로ㆍ보일러ㆍ기계류와이들의부분품,3345,97309,3032,33369,63940,기계류
2020,세종특별자치시,85,전기기기와그부분품녹음기ㆍ음성재생기ㆍ텔레비전의영상과음성의기록기ㆍ재생기와이들의부분품ㆍ부속품,17211,374394,19644,212094,162299,전기기기
2020,세종특별자치시,86,철도용이나궤도용기관차ㆍ차량과이들의부분품철도용이나궤도용장비품과그부분품기계식(전기기계식을포함한다)각종교통신호용기기,1,2,0,0,2,철도차량
2020,세종특별자치시,87,철도용이나궤도용외의차량과그부분품ㆍ부속품,1113,110462,1511,10671,99790,자동차
2020,세종특별자치시,88,항공기와우주선이들의부분품,0,0,15,132,-132,항공기
2020,세종특별자치시,89,선박과수상구조물,0,0,1,0,0,선박
2020,세종특별자치시,90,광학기기ㆍ사진용기기ㆍ영화용기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용기기이들의부분품과부속품,2415,145613,5166,119906,25707,광학_정밀의료기기
2020,세종특별자치시,91,시계와그부분품,1,0,376,169,-168,시계
2020,세종특별자치시,92,악기와그부분품과부속품,0,0,69,70,-70,악기
2020,세종특별자치시,93,무기ㆍ총포탄과이들의부분품과부속품,5,5,7,7,-2,무기
2020,세종특별자치시,94,가구침구ㆍ매트리스ㆍ매트리스서포트(mattresssupport)ㆍ쿠션과이와유사한물품다른류로분류되지않은조명기구조명용사인ㆍ조명용네임플레이트(name-plate)와이와유사한물품조립식건축물,72,391,1374,6704,-6313,가구_침구조립식건축
2020,세종특별자치시,95,완구ㆍ게임용구ㆍ운동용구와이들의부분품과부속품,15,68,2121,1590,-1522,완구_운동용구
2020,세종특별자치시,96,잡품,26,152,2972,3217,-3065,잡품
2020,세종특별자치시,97,예술품ㆍ수집품ㆍ골동품,0,0,32,1691,-1691,예술품_수집과_골동품
2020,세종특별자치시,99,일시적입법;설치된간이수정에따른입법을트레이드한다;추가적수입제한농업인것의제22부에따른확립된것조정행위수정된것처럼,0,0,288,0,0,
2021,세종특별자치시,01,살아있는동물,2,1,7,138,-137,산_동물
2021,세종특별자치시,03,어류ㆍ갑각류ㆍ연체동물과그밖의수생(水生)무척추동물,0,0,153,704,-704,어류
2021,세종특별자치시,04,낙농품새의알천연꿀다른류로분류되지않은식용인동물성생산품,488,2711,2264,28118,-25408,낙농품
2021,세종특별자치시,05,다른류로분류되지않은동물성생산품,5,11,17,2,9,기타_동물성생산품
2021,세종특별자치시,06,살아있는수목과그밖의식물인경(鱗莖)ㆍ뿌리와이와유사한물품절화(切花)와장식용잎,570,167,24,43,124,산_수목및절화
2021,세종특별자치시,07,식용의채소ㆍ뿌리ㆍ괴경(塊莖),25,113,890,5351,-5238,채소
2021,세종특별자치시,08,식용의과실과견과류감귤류ㆍ멜론의껍질,17,719,1058,24,695,과실_견과류
2021,세종특별자치시,09,커피ㆍ차ㆍ마테(maté)ㆍ향신료,1,0,4662,336,-336,커피_향신료
2021,세종특별자치시,10,곡물,6,25,738,402245,-402220,곡물
2021,세종특별자치시,11,제분공업의생산품과맥아전분이눌린(inulin)밀의글루텐(gluten),5,2,1014,42,-40,제분공업생산품
2021,세종특별자치시,12,채유(採油)에적합한종자와과실각종종자와과실공업용ㆍ의약용식물짚과사료용식물,18,200,1696,410,-210,채유용종자
2021,세종특별자치시,13,락(lac)검ㆍ수지ㆍ그밖의식물성수액과추출물(extract),332,887,253,183,704,식물성수액과_엑스
2021,세종특별자치시,14,식물성편조물(編組物)용재료와다른류로분류되지않은식물성생산품,19,12,7,0,12,기타_식물성생산품
2021,세종특별자치시,15,동물성ㆍ식물성ㆍ미생물성지방과기름및이들의분해생산물조제한식용지방과동물성ㆍ식물성왁스,240,215,1940,568,-353,동_식물성유지
2021,세종특별자치시,16,육류ㆍ어류ㆍ갑각류ㆍ연체동물이나그밖의수생(水生)무척추동물또는곤충의조제품,2,17,523,12,5,육_어류조제품
2021,세종특별자치시,17,당류(糖類)와설탕과자,23,29,7257,1705,-1677,당류설탕과자
2021,세종특별자치시,18,코코아와그조제품,2,86,5776,1268,-1183,코코아
2021,세종특별자치시,19,곡물ㆍ고운가루ㆍ전분ㆍ밀크의조제품과베이커리제품,288,26910,25800,3296,23613,곡물_곡분의_조제품
2021,세종특별자치시,20,채소ㆍ과실ㆍ견과류나식물의그밖의부분의조제품,81,702,6678,6904,-6202,채소_과실의_조제품
2021,세종특별자치시,21,각종조제식료품,256,5169,141856,9922,-4754,각종의_조제식료품
2021,세종특별자치시,22,음료ㆍ주류ㆍ식초,235,1634,3264,170,1464,음료_알콜식초
2021,세종특별자치시,23,식품공업에서생기는잔재물과웨이스트(waste)조제사료,1,0,1139,1314,-1314,사료
2021,세종특별자치시,24,담배와제조한담배대용물연소시키지않고흡입하도록만들어진물품(니코틴을함유하였는지에상관없다)니코틴을함유한그밖의물품으로인체내에니코틴을흡수시키도록만들어진것,11,26,19,1,24,담배
2021,세종특별자치시,25,소금황토석류(土石類)석고ㆍ석회ㆍ시멘트,154,317,627,438,-120,암석광물
2021,세종특별자치시,27,광물성연료ㆍ광물유(鑛物油)와이들의증류물역청(瀝靑)물질광물성왁스,74,58,23,248,-190,광물성_연료에너지
2021,세종특별자치시,28,무기화학품귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의유기화합물이나무기화합물,217,2401,346,30210,-27808,무기화학품
2021,세종특별자치시,29,유기화학품,1297,171511,1205,164840,6671,유기화학품
2021,세종특별자치시,30,의료용품,750,33533,9683,18512,15021,의료용품
2021,세종특별자치시,31,비료,0,0,38,8,-8,비료
2021,세종특별자치시,32,유연용ㆍ염색용추출물(extract)탄닌과이들의유도체염료ㆍ안료와그밖의착색제페인트ㆍ바니시(varnish)퍼티(putty)와그밖의매스틱(mastic)잉크,684,20092,317,12206,7886,유연_착색제
2021,세종특별자치시,33,정유(essentialoil)와레지노이드(resinoid)조제향료와화장품ㆍ화장용품,1902,38978,30508,2097,36880,향료_화장품
2021,세종특별자치시,34,비누ㆍ유기계면활성제ㆍ조제세제ㆍ조제윤활제ㆍ인조왁스ㆍ조제왁스ㆍ광택용이나연마용조제품ㆍ양초와이와유사한물품ㆍ조형용페이스트(paste)ㆍ치과용왁스와플라스터(plaster)를기본재료로한치과용조제품,726,3993,5607,719,3275,비누_왁스
2021,세종특별자치시,35,단백질계물질변성전분글루(glue)효소,124,3070,99,2561,509,단백질계물질
2021,세종특별자치시,36,화약류화공품성냥발화성합금특정가연성조제품,0,0,2,11,-11,화약류_성냥
2021,세종특별자치시,37,사진용이나영화용재료,995,46316,265,3183,43133,사진_영화용재료
2021,세종특별자치시,38,각종화학공업생산품,755,14546,704,4547,9999,각종_화학공업생산품
2021,세종특별자치시,39,플라스틱과그제품,6889,220165,6969,32583,187582,플라스틱
2021,세종특별자치시,40,고무와그제품,514,7771,904,8059,-288,고무
2021,세종특별자치시,41,원피(모피는제외한다)와가죽,28,507,3,1,506,원피
2021,세종특별자치시,42,가죽제품마구여행용구ㆍ핸드백과이와유사한용기동물거트(gut)[누에의거트(gut)는제외한다]의제품,29,78,5351,2307,-2229,가죽제품
2021,세종특별자치시,43,모피ㆍ인조모피와이들의제품,0,0,1,0,0,모피
2021,세종특별자치시,44,목재와그제품목탄,17,148,326,1740,-1592,목재_및목탄
2021,세종특별자치시,45,코르크(cork)와그제품,0,0,3,0,0,코르크
2021,세종특별자치시,46,짚ㆍ에스파르토(esparto)나그밖의조물재료의제품바구니세공물(basketware)과지조세공물(枝條細工物),0,0,39,111,-111,조물재료의제품
2021,세종특별자치시,47,목재나그밖의섬유질셀룰로오스재료의펄프회수한종이ㆍ판지[웨이스트(waste)와스크랩(scrap)],13,365,317,45576,-45212,펄프
2021,세종특별자치시,48,종이와판지제지용펄프ㆍ종이ㆍ판지의제품,746,12330,1271,13710,-1381,지와_지제품
2021,세종특별자치시,49,인쇄서적ㆍ신문ㆍ회화ㆍ그밖의인쇄물수제(手製)문서ㆍ타자문서ㆍ도면,160,591,2060,160,431,인쇄서적_신문_회화
2021,세종특별자치시,50,견,0,0,5,2,-2,견
2021,세종특별자치시,51,양모ㆍ동물의부드러운털이나거친털ㆍ말의털로만든실과직물,0,0,20,93,-93,모
2021,세종특별자치시,52,면,4,8,33,158,-150,면
2021,세종특별자치시,53,그밖의식물성방직용섬유종이실(paperyarn)과종이실로만든직물,0,0,2,0,0,기타_식물성방직용_섬유
2021,세종특별자치시,54,인조필라멘트인조방직용섬유재료의스트립(strip)과이와유사한것,1160,6388,11,31,6357,인조필라멘트
2021,세종특별자치시,55,인조스테이플섬유,3,11,19,128,-117,인조스테이플섬유
2021,세종특별자치시,56,워딩(wadding)ㆍ펠트(felt)ㆍ부직포특수사끈ㆍ배의밧줄(cordage)ㆍ로프ㆍ케이블과이들의제품,8,206,173,3580,-3374,워딩_펄프_부직포
2021,세종특별자치시,57,양탄자류와그밖의방직용섬유로만든바닥깔개,0,0,103,14,-14,양탄자류
2021,세종특별자치시,58,특수직물터프트(tuft)한직물레이스태피스트리(tapestry)트리밍(trimming)자수천,0,0,249,680,-680,특수_직물
2021,세종특별자치시,59,침투ㆍ도포ㆍ피복하거나적층한방직용섬유의직물공업용인방직용섬유제품,715,9773,272,2559,7214,침투_도포직물
2021,세종특별자치시,60,메리야스편물과뜨개질편물,29,181,4,22,159,편물
2021,세종특별자치시,61,의류와그부속품(메리야스편물이나뜨개질편물로한정한다),279,4627,3575,2413,2214,편물제_의류
2021,세종특별자치시,62,의류와그부속품(메리야스편물이나뜨개질편물은제외한다),118,2878,8065,2262,616,비편물제의류
2021,세종특별자치시,63,제품으로된방직용섬유의그밖의물품세트사용하던의류ㆍ방직용섬유제품넝마,92,344,1971,1389,-1045,기타_방직용섬유제품
2021,세종특별자치시,64,신발류ㆍ각반과이와유사한것이들의부분품,122,2669,3516,10811,-8142,신발류
2021,세종특별자치시,65,모자류와그부분품,19,60,605,73,-13,모자류
2021,세종특별자치시,66,산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용채찍과이들의부분품,1,0,70,169,-169,산류_지팡이
2021,세종특별자치시,67,조제깃털ㆍ솜털과그제품조화사람머리카락으로된제품,0,0,137,165,-165,조제_우모_조화_인모제품
2021,세종특별자치시,68,돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나이와유사한재료의제품,472,18794,109,863,17930,석_시멘트제품
2021,세종특별자치시,69,도자제품,262,21849,1266,3994,17855,도자_제품
2021,세종특별자치시,70,유리와유리제품,635,27714,1141,23373,4341,유리와유리제품
2021,세종특별자치시,71,천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을입힌금속과이들의제품모조신변장식용품주화,72,386,951,1650,-1265,진주_귀석귀금속
2021,세종특별자치시,72,철강,333,9274,335,13276,-4002,철강
2021,세종특별자치시,73,철강의제품,1305,13300,4016,18546,-5246,철강제품
2021,세종특별자치시,74,구리와그제품,321,3046,221,4937,-1891,동
2021,세종특별자치시,75,니켈과그제품,0,0,12,71,-71,니켈
2021,세종특별자치시,76,알루미늄과그제품,332,12685,760,16188,-3503,알루미늄
2021,세종특별자치시,78,납과그제품,1,57,0,0,57,연
2021,세종특별자치시,79,아연과그제품,0,0,12,279,-279,아연
2021,세종특별자치시,81,그밖의비금속(卑金屬)서멧(cermet)이들의제품,193,1056,157,2825,-1769,기타_비금속
2021,세종특별자치시,82,비금속(卑金屬)으로만든공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크이들의부분품,85,211,1790,3871,-3661,비금속제의공구
2021,세종특별자치시,83,비금속(卑金屬)으로만든각종제품,138,314,346,1836,-1522,비금속제의각종_제품
2021,세종특별자치시,84,원자로ㆍ보일러ㆍ기계류와이들의부분품,3577,97512,3656,37924,59588,기계류
2021,세종특별자치시,85,전기기기와그부분품녹음기ㆍ음성재생기ㆍ텔레비전의영상과음성의기록기ㆍ재생기와이들의부분품ㆍ부속품,20642,551379,19993,239617,311761,전기기기
2021,세종특별자치시,86,철도용이나궤도용기관차ㆍ차량과이들의부분품철도용이나궤도용장비품과그부분품기계식(전기기계식을포함한다)각종교통신호용기기,2,4,3,203,-200,철도차량
2021,세종특별자치시,87,철도용이나궤도용외의차량과그부분품ㆍ부속품,1244,23163,1669,16351,6812,자동차
2021,세종특별자치시,88,항공기와우주선이들의부분품,0,0,12,478,-478,항공기
2021,세종특별자치시,89,선박과수상구조물,0,0,10,90,-90,선박
2021,세종특별자치시,90,광학기기ㆍ사진용기기ㆍ영화용기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용기기이들의부분품과부속품,2394,107393,4984,104691,2702,광학_정밀의료기기
2021,세종특별자치시,91,시계와그부분품,3,0,504,231,-231,시계
2021,세종특별자치시,92,악기와그부분품과부속품,2,0,125,156,-155,악기
2021,세종특별자치시,93,무기ㆍ총포탄과이들의부분품과부속품,25,27,12,56,-29,무기
2021,세종특별자치시,94,가구침구ㆍ매트리스ㆍ매트리스서포트(mattresssupport)ㆍ쿠션과이와유사한물품다른류로분류되지않은조명기구조명용사인ㆍ조명용네임플레이트(name-plate)와이와유사한물품조립식건축물,99,275,2100,8620,-8346,가구_침구조립식건축
2021,세종특별자치시,95,완구ㆍ게임용구ㆍ운동용구와이들의부분품과부속품,38,142,3368,1432,-1291,완구_운동용구
2021,세종특별자치시,96,잡품,42,194,2984,3512,-3318,잡품
2021,세종특별자치시,97,예술품ㆍ수집품ㆍ골동품,2,8,52,4201,-4192,예술품_수집과_골동품
2021,세종특별자치시,99,일시적입법;설치된간이수정에따른입법을트레이드한다;추가적수입제한농업인것의제22부에따른확립된것조정행위수정된것처럼,0,0,232,0,0,
2022,세종특별자치시,01,살아있는동물,2,7,5,163,-156,산_동물
2022,세종특별자치시,02,육과식용설육(屑肉),0,0,223,19542,-19542,육과식용설육
2022,세종특별자치시,03,어류ㆍ갑각류ㆍ연체동물과그밖의수생(水生)무척추동물,0,0,382,509,-509,어류
2022,세종특별자치시,04,낙농품새의알천연꿀다른류로분류되지않은식용인동물성생산품,325,1681,2186,35920,-34239,낙농품
2022,세종특별자치시,05,다른류로분류되지않은동물성생산품,1,0,12,8,-8,기타_동물성생산품
2022,세종특별자치시,06,살아있는수목과그밖의식물인경(鱗莖)ㆍ뿌리와이와유사한물품절화(切花)와장식용잎,534,136,32,74,62,산_수목및절화
2022,세종특별자치시,07,식용의채소ㆍ뿌리ㆍ괴경(塊莖),15,49,735,5451,-5402,채소
2022,세종특별자치시,08,식용의과실과견과류감귤류ㆍ멜론의껍질,10,449,635,20,429,과실_견과류
2022,세종특별자치시,09,커피ㆍ차ㆍ마테(maté)ㆍ향신료,6,6,4062,586,-581,커피_향신료
2022,세종특별자치시,10,곡물,0,0,530,449393,-449393,곡물
2022,세종특별자치시,11,제분공업의생산품과맥아전분이눌린(inulin)밀의글루텐(gluten),8,1,671,52,-51,제분공업생산품
2022,세종특별자치시,12,채유(採油)에적합한종자와과실각종종자와과실공업용ㆍ의약용식물짚과사료용식물,8,205,1244,244,-39,채유용종자
2022,세종특별자치시,13,락(lac)검ㆍ수지ㆍ그밖의식물성수액과추출물(extract),174,502,277,167,336,식물성수액과_엑스
2022,세종특별자치시,14,식물성편조물(編組物)용재료와다른류로분류되지않은식물성생산품,10,4,4,0,4,기타_식물성생산품
2022,세종특별자치시,15,동물성ㆍ식물성ㆍ미생물성지방과기름및이들의분해생산물조제한식용지방과동물성ㆍ식물성왁스,153,280,1547,1364,-1083,동_식물성유지
2022,세종특별자치시,16,육류ㆍ어류ㆍ갑각류ㆍ연체동물이나그밖의수생(水生)무척추동물또는곤충의조제품,2,0,797,19,-19,육_어류조제품
2022,세종특별자치시,17,당류(糖類)와설탕과자,16,10,7759,3173,-3163,당류설탕과자
2022,세종특별자치시,18,코코아와그조제품,5,177,4985,1300,-1123,코코아
2022,세종특별자치시,19,곡물ㆍ고운가루ㆍ전분ㆍ밀크의조제품과베이커리제품,236,34575,28805,3880,30695,곡물_곡분의_조제품
2022,세종특별자치시,20,채소ㆍ과실ㆍ견과류나식물의그밖의부분의조제품,73,1444,6350,6993,-5549,채소_과실의_조제품
2022,세종특별자치시,21,각종조제식료품,191,5666,149720,11994,-6328,각종의_조제식료품
2022,세종특별자치시,22,음료ㆍ주류ㆍ식초,197,1490,4830,824,666,음료_알콜식초
2022,세종특별자치시,23,식품공업에서생기는잔재물과웨이스트(waste)조제사료,0,0,778,665,-665,사료
2022,세종특별자치시,24,담배와제조한담배대용물연소시키지않고흡입하도록만들어진물품(니코틴을함유하였는지에상관없다)니코틴을함유한그밖의물품으로인체내에니코틴을흡수시키도록만들어진것,9,12,84,4,9,담배
2022,세종특별자치시,25,소금황토석류(土石類)석고ㆍ석회ㆍ시멘트,82,65,544,1511,-1447,암석광물
2022,세종특별자치시,26,광(鑛)ㆍ슬래그(slag)ㆍ회(灰),0,0,7,360,-360,금속광물
2022,세종특별자치시,27,광물성연료ㆍ광물유(鑛物油)와이들의증류물역청(瀝靑)물질광물성왁스,58,60,78,345436,-345375,광물성_연료에너지
2022,세종특별자치시,28,무기화학품귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의유기화합물이나무기화합물,204,2298,260,15406,-13107,무기화학품
2022,세종특별자치시,29,유기화학품,1046,210720,1163,172046,38674,유기화학품
2022,세종특별자치시,30,의료용품,1016,71111,9956,6888,64223,의료용품
2022,세종특별자치시,31,비료,11,223,14,47,176,비료
