지역,기간,HS코드,품목명,수출건수,수출금액,수입건수,수입금액,무역수지
충청북도,2015,87,철도용이나궤도용외의차량과그부분품ㆍ부속품,7564.0,488936.0,3777.0,43409.0,445528.0
충청북도,2015,88,항공기와우주선이들의부분품,62.0,275.0,127.0,5745.0,-5470.0
충청북도,2015,90,광학기기ㆍ사진용기기ㆍ영화용기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용기기이들의부분품과부속품,18699.0,964110.0,7703.0,153680.0,810430.0
충청북도,2015,91,시계와그부분품,7.0,11.0,1279.0,262.0,-251.0
충청북도,2015,92,악기와그부분품과부속품,90.0,2002.0,345.0,6162.0,-4161.0
충청북도,2015,93,무기ㆍ총포탄과이들의부분품과부속품,55.0,82353.0,50.0,947.0,81406.0
충청북도,2015,94,가구침구ㆍ매트리스ㆍ매트리스서포트(mattresssupport)ㆍ쿠션과이와유사한물품다른류로분류되지않은조명기구조명용사인ㆍ조명용네임플레이트(name-plate)와이와유사한물품조립식건축물,944.0,27295.0,2856.0,24449.0,2846.0
충청북도,2015,95,완구ㆍ게임용구ㆍ운동용구와이들의부분품과부속품,567.0,20158.0,4764.0,5447.0,14711.0
충청북도,2015,96,잡품,2743.0,72552.0,6234.0,7286.0,65266.0
충청북도,2015,97,예술품ㆍ수집품ㆍ골동품,3.0,6.0,58.0,134.0,-129.0
충청북도,2015,99,일시적입법;설치된간이수정에따른입법을트레이드한다;추가적수입제한농업인것의제22부에따른확립된것조정행위수정된것처럼,0.0,0.0,276.0,0.0,0.0
충청북도,2015,89,선박과수상구조물,15.0,248.0,25.0,168.0,80.0
충청북도,2015,36,화약류화공품성냥발화성합금특정가연성조제품,55.0,10653.0,44.0,3858.0,6796.0
충청북도,2015,26,광(鑛)ㆍ슬래그(slag)ㆍ회(灰),1.0,0.0,252.0,16282.0,-16282.0
충청북도,2016,01,살아있는동물,0.0,0.0,180.0,2471.0,-2471.0
충청북도,2016,02,육과식용설육(屑肉),0.0,0.0,1160.0,61080.0,-61080.0
충청북도,2016,03,어류ㆍ갑각류ㆍ연체동물과그밖의수생(水生)무척추동물,6.0,36.0,674.0,5439.0,-5403.0
충청북도,2016,04,낙농품새의알천연꿀다른류로분류되지않은식용인동물성생산품,151.0,11662.0,2982.0,52604.0,-40943.0
충청북도,2016,05,다른류로분류되지않은동물성생산품,70.0,2477.0,87.0,688.0,1789.0
충청북도,2016,06,살아있는수목과그밖의식물인경(鱗莖)ㆍ뿌리와이와유사한물품절화(切花)와장식용잎,71.0,824.0,435.0,3475.0,-2652.0
충청북도,2016,07,식용의채소ㆍ뿌리ㆍ괴경(塊莖),338.0,3706.0,1586.0,26918.0,-23211.0
충청북도,2016,08,식용의과실과견과류감귤류ㆍ멜론의껍질,198.0,2446.0,2207.0,21971.0,-19525.0
충청북도,2016,09,커피ㆍ차ㆍ마테(maté)ㆍ향신료,543.0,5628.0,5821.0,85932.0,-80304.0
충청북도,2016,10,곡물,32.0,119.0,1435.0,177866.0,-177747.0
충청북도,2016,11,제분공업의생산품과맥아전분이눌린(inulin)밀의글루텐(gluten),32.0,604.0,1183.0,15592.0,-14988.0
충청북도,2016,12,채유(採油)에적합한종자와과실각종종자와과실공업용ㆍ의약용식물짚과사료용식물,259.0,7031.0,2422.0,36542.0,-29511.0
충청북도,2016,13,락(lac)검ㆍ수지ㆍ그밖의식물성수액과추출물(extract),143.0,4582.0,546.0,18668.0,-14087.0
충청북도,2016,14,식물성편조물(編組物)용재료와다른류로분류되지않은식물성생산품,1.0,2.0,480.0,10694.0,-10692.0
충청북도,2016,15,동물성ㆍ식물성ㆍ미생물성지방과기름및이들의분해생산물조제한식용지방과동물성ㆍ식물성왁스,145.0,8073.0,2531.0,11466.0,-3393.0
충청북도,2016,16,육류ㆍ어류ㆍ갑각류ㆍ연체동물이나그밖의수생(水生)무척추동물또는곤충의조제품,111.0,1915.0,230.0,3505.0,-1591.0
충청북도,2016,17,당류(糖類)와설탕과자,1947.0,71400.0,8356.0,4665.0,66735.0
충청북도,2016,18,코코아와그조제품,477.0,33231.0,8047.0,24148.0,9083.0
충청북도,2016,19,곡물ㆍ고운가루ㆍ전분ㆍ밀크의조제품과베이커리제품,1267.0,18538.0,20734.0,25903.0,-7365.0
충청북도,2016,20,채소ㆍ과실ㆍ견과류나식물의그밖의부분의조제품,1036.0,14855.0,5824.0,18271.0,-3416.0
충청북도,2016,21,각종조제식료품,3031.0,160182.0,105160.0,42827.0,117355.0
충청북도,2016,22,음료ㆍ주류ㆍ식초,991.0,11970.0,1903.0,3337.0,8633.0
충청북도,2016,23,식품공업에서생기는잔재물과웨이스트(waste)조제사료,112.0,4728.0,998.0,86493.0,-81765.0
충청북도,2016,24,담배와제조한담배대용물연소시키지않고흡입하도록만들어진물품(니코틴을함유하였는지에상관없다)니코틴을함유한그밖의물품으로인체내에니코틴을흡수시키도록만들어진것,8.0,32.0,11.0,1.0,31.0
충청북도,2016,25,소금황토석류(土石類)석고ㆍ석회ㆍ시멘트,496.0,7069.0,1239.0,11831.0,-4762.0
충청북도,2016,27,광물성연료ㆍ광물유(鑛物油)와이들의증류물역청(瀝靑)물질광물성왁스,187.0,2547.0,538.0,56931.0,-54384.0
충청북도,2016,28,무기화학품귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의유기화합물이나무기화합물,2206.0,148402.0,3029.0,223141.0,-74740.0
충청북도,2016,29,유기화학품,3051.0,143147.0,7243.0,316292.0,-173146.0
충청북도,2016,30,의료용품,4931.0,91277.0,7436.0,69113.0,22164.0
충청북도,2016,31,비료,61.0,1498.0,151.0,2543.0,-1045.0
충청북도,2016,32,유연용ㆍ염색용추출물(extract)탄닌과이들의유도체염료ㆍ안료와그밖의착색제페인트ㆍ바니시(varnish)퍼티(putty)와그밖의매스틱(mastic)잉크,11897.0,240828.0,5289.0,179693.0,61135.0
충청북도,2016,33,정유(essentialoil)와레지노이드(resinoid)조제향료와화장품ㆍ화장용품,5503.0,106733.0,55848.0,26314.0,80419.0
충청북도,2016,34,비누ㆍ유기계면활성제ㆍ조제세제ㆍ조제윤활제ㆍ인조왁스ㆍ조제왁스ㆍ광택용이나연마용조제품ㆍ양초와이와유사한물품ㆍ조형용페이스트(paste)ㆍ치과용왁스와플라스터(plaster)를기본재료로한치과용조제품,805.0,9681.0,12503.0,34125.0,-24444.0
충청북도,2016,35,단백질계물질변성전분글루(glue)효소,1958.0,19851.0,1390.0,31368.0,-11518.0
충청북도,2016,37,사진용이나영화용재료,2573.0,89046.0,846.0,23334.0,65712.0
충청북도,2016,38,각종화학공업생산품,6579.0,194838.0,7927.0,395105.0,-200268.0
충청북도,2016,39,플라스틱과그제품,44035.0,1463844.0,25931.0,569680.0,894165.0
충청북도,2016,40,고무와그제품,2705.0,34822.0,2385.0,27990.0,6833.0
충청북도,2016,41,원피(모피는제외한다)와가죽,891.0,26844.0,548.0,78206.0,-51362.0
충청북도,2016,42,가죽제품마구여행용구ㆍ핸드백과이와유사한용기동물거트(gut)[누에의거트(gut)는제외한다]의제품,257.0,21402.0,4756.0,3482.0,17920.0
충청북도,2016,43,모피ㆍ인조모피와이들의제품,0.0,0.0,29.0,45.0,-45.0
충청북도,2016,44,목재와그제품목탄,1085.0,2088.0,1987.0,57288.0,-55200.0
충청북도,2016,45,코르크(cork)와그제품,0.0,0.0,12.0,240.0,-240.0
충청북도,2016,46,짚ㆍ에스파르토(esparto)나그밖의조물재료의제품바구니세공물(basketware)과지조세공물(枝條細工物),0.0,0.0,27.0,163.0,-163.0
충청북도,2016,47,목재나그밖의섬유질셀룰로오스재료의펄프회수한종이ㆍ판지[웨이스트(waste)와스크랩(scrap)],2.0,76.0,1847.0,76149.0,-76073.0
충청북도,2016,48,종이와판지제지용펄프ㆍ종이ㆍ판지의제품,4794.0,133996.0,3957.0,78370.0,55626.0
충청북도,2016,49,인쇄서적ㆍ신문ㆍ회화ㆍ그밖의인쇄물수제(手製)문서ㆍ타자문서ㆍ도면,634.0,2590.0,1278.0,599.0,1990.0
충청북도,2016,50,견,0.0,0.0,6.0,51.0,-51.0
충청북도,2016,51,양모ㆍ동물의부드러운털이나거친털ㆍ말의털로만든실과직물,93.0,1259.0,424.0,43139.0,-41880.0
충청북도,2016,52,면,167.0,6265.0,416.0,24446.0,-18182.0
충청북도,2016,53,그밖의식물성방직용섬유종이실(paperyarn)과종이실로만든직물,3.0,3.0,76.0,1680.0,-1678.0
충청북도,2016,54,인조필라멘트인조방직용섬유재료의스트립(strip)과이와유사한것,1472.0,27993.0,796.0,38750.0,-10757.0
충청북도,2016,55,인조스테이플섬유,447.0,12491.0,738.0,52638.0,-40147.0
충청북도,2016,56,워딩(wadding)ㆍ펠트(felt)ㆍ부직포특수사끈ㆍ배의밧줄(cordage)ㆍ로프ㆍ케이블과이들의제품,1387.0,33178.0,1221.0,28083.0,5095.0
충청북도,2016,57,양탄자류와그밖의방직용섬유로만든바닥깔개,18.0,126.0,127.0,822.0,-696.0
충청북도,2016,58,특수직물터프트(tuft)한직물레이스태피스트리(tapestry)트리밍(trimming)자수천,655.0,6167.0,118.0,451.0,5716.0
충청북도,2016,59,침투ㆍ도포ㆍ피복하거나적층한방직용섬유의직물공업용인방직용섬유제품,1803.0,34236.0,490.0,8404.0,25832.0
충청북도,2016,60,메리야스편물과뜨개질편물,94.0,3658.0,126.0,3051.0,607.0
충청북도,2016,61,의류와그부속품(메리야스편물이나뜨개질편물로한정한다),81.0,1031.0,2500.0,3795.0,-2764.0
충청북도,2016,62,의류와그부속품(메리야스편물이나뜨개질편물은제외한다),36.0,194.0,5678.0,6591.0,-6398.0
충청북도,2016,63,제품으로된방직용섬유의그밖의물품세트사용하던의류ㆍ방직용섬유제품넝마,941.0,7707.0,3289.0,39651.0,-31944.0
충청북도,2016,64,신발류ㆍ각반과이와유사한것이들의부분품,152.0,1652.0,2606.0,1663.0,-11.0
충청북도,2016,65,모자류와그부분품,61.0,784.0,735.0,662.0,122.0
충청북도,2016,66,산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용채찍과이들의부분품,12.0,10.0,124.0,111.0,-102.0
충청북도,2016,67,조제깃털ㆍ솜털과그제품조화사람머리카락으로된제품,1406.0,1863.0,907.0,3512.0,-1650.0
충청북도,2016,68,돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나이와유사한재료의제품,2596.0,56821.0,2472.0,41856.0,14964.0
충청북도,2016,69,도자제품,360.0,6695.0,1913.0,21899.0,-15204.0
충청북도,2016,70,유리와유리제품,1677.0,82648.0,3369.0,116919.0,-34271.0
충청북도,2016,71,천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을입힌금속과이들의제품모조신변장식용품주화,2613.0,61666.0,1226.0,21283.0,40384.0
충청북도,2016,72,철강,759.0,45997.0,1311.0,95208.0,-49211.0
충청북도,2016,73,철강의제품,17980.0,291408.0,6470.0,89999.0,201409.0
충청북도,2016,74,구리와그제품,3268.0,106455.0,4094.0,274150.0,-167695.0
충청북도,2016,75,니켈과그제품,237.0,2523.0,100.0,2405.0,118.0
충청북도,2016,76,알루미늄과그제품,5064.0,134737.0,3268.0,167278.0,-32541.0
충청북도,2016,78,납과그제품,16.0,37.0,6.0,82.0,-44.0
충청북도,2016,79,아연과그제품,32.0,302.0,42.0,25.0,277.0
충청북도,2016,80,주석과그제품,8.0,502.0,14.0,556.0,-54.0
충청북도,2016,81,그밖의비금속(卑金屬)서멧(cermet)이들의제품,1310.0,16496.0,707.0,26162.0,-9666.0
충청북도,2016,82,비금속(卑金屬)으로만든공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크이들의부분품,12422.0,113932.0,2183.0,9690.0,104243.0
충청북도,2016,83,비금속(卑金屬)으로만든각종제품,901.0,11138.0,831.0,6621.0,4517.0
충청북도,2016,84,원자로ㆍ보일러ㆍ기계류와이들의부분품,25084.0,830846.0,15364.0,403104.0,427742.0
충청북도,2016,85,전기기기와그부분품녹음기ㆍ음성재생기ㆍ텔레비전의영상과음성의기록기ㆍ재생기와이들의부분품ㆍ부속품,112331.0,9218339.0,34702.0,841635.0,8376704.0
충청북도,2016,86,철도용이나궤도용기관차ㆍ차량과이들의부분품철도용이나궤도용장비품과그부분품기계식(전기기계식을포함한다)각종교통신호용기기,42.0,3013.0,22.0,2032.0,981.0
충청북도,2016,87,철도용이나궤도용외의차량과그부분품ㆍ부속품,7749.0,489535.0,4108.0,44396.0,445139.0
충청북도,2016,88,항공기와우주선이들의부분품,54.0,756.0,169.0,5838.0,-5083.0
충청북도,2016,90,광학기기ㆍ사진용기기ㆍ영화용기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용기기이들의부분품과부속품,20479.0,1108366.0,10137.0,171420.0,936946.0
충청북도,2016,91,시계와그부분품,54.0,278.0,994.0,589.0,-310.0
충청북도,2016,92,악기와그부분품과부속품,70.0,1198.0,436.0,6996.0,-5798.0
충청북도,2016,93,무기ㆍ총포탄과이들의부분품과부속품,36.0,43652.0,29.0,630.0,43022.0
충청북도,2016,94,가구침구ㆍ매트리스ㆍ매트리스서포트(mattresssupport)ㆍ쿠션과이와유사한물품다른류로분류되지않은조명기구조명용사인ㆍ조명용네임플레이트(name-plate)와이와유사한물품조립식건축물,1219.0,28069.0,2977.0,22345.0,5724.0
충청북도,2016,95,완구ㆍ게임용구ㆍ운동용구와이들의부분품과부속품,690.0,24962.0,4636.0,5446.0,19516.0
충청북도,2016,96,잡품,2711.0,70553.0,6315.0,5313.0,65240.0
충청북도,2016,97,예술품ㆍ수집품ㆍ골동품,1.0,2.0,49.0,203.0,-202.0
충청북도,2016,99,일시적입법;설치된간이수정에따른입법을트레이드한다;추가적수입제한농업인것의제22부에따른확립된것조정행위수정된것처럼,0.0,0.0,239.0,0.0,0.0
충청북도,2016,89,선박과수상구조물,18.0,630.0,41.0,616.0,14.0
충청북도,2016,36,화약류화공품성냥발화성합금특정가연성조제품,56.0,9083.0,17.0,659.0,8424.0
충청북도,2016,26,광(鑛)ㆍ슬래그(slag)ㆍ회(灰),1.0,0.0,192.0,14666.0,-14665.0
충청북도,2017,01,살아있는동물,0.0,0.0,101.0,2807.0,-2807.0
충청북도,2017,02,육과식용설육(屑肉),1.0,1.0,1698.0,83288.0,-83287.0
충청북도,2017,03,어류ㆍ갑각류ㆍ연체동물과그밖의수생(水生)무척추동물,20.0,342.0,636.0,4115.0,-3773.0
충청북도,2017,04,낙농품새의알천연꿀다른류로분류되지않은식용인동물성생산품,187.0,14127.0,3351.0,70094.0,-55967.0
충청북도,2017,05,다른류로분류되지않은동물성생산품,47.0,2269.0,84.0,868.0,1401.0
충청북도,2017,06,살아있는수목과그밖의식물인경(鱗莖)ㆍ뿌리와이와유사한물품절화(切花)와장식용잎,83.0,1350.0,358.0,2796.0,-1446.0
충청북도,2017,07,식용의채소ㆍ뿌리ㆍ괴경(塊莖),722.0,5571.0,1966.0,28199.0,-22628.0
충청북도,2017,08,식용의과실과견과류감귤류ㆍ멜론의껍질,277.0,2733.0,3410.0,31876.0,-29143.0
충청북도,2017,09,커피ㆍ차ㆍ마테(maté)ㆍ향신료,604.0,5810.0,6128.0,90719.0,-84909.0
충청북도,2017,10,곡물,24.0,176.0,1431.0,150803.0,-150627.0
충청북도,2017,11,제분공업의생산품과맥아전분이눌린(inulin)밀의글루텐(gluten),16.0,300.0,1341.0,18530.0,-18230.0
충청북도,2017,12,채유(採油)에적합한종자와과실각종종자와과실공업용ㆍ의약용식물짚과사료용식물,275.0,8595.0,2929.0,52965.0,-44370.0
충청북도,2017,13,락(lac)검ㆍ수지ㆍ그밖의식물성수액과추출물(extract),128.0,5366.0,691.0,27156.0,-21790.0
충청북도,2017,14,식물성편조물(編組物)용재료와다른류로분류되지않은식물성생산품,0.0,0.0,276.0,6477.0,-6477.0
충청북도,2017,15,동물성ㆍ식물성ㆍ미생물성지방과기름및이들의분해생산물조제한식용지방과동물성ㆍ식물성왁스,129.0,9111.0,2163.0,13524.0,-4413.0
충청북도,2017,16,육류ㆍ어류ㆍ갑각류ㆍ연체동물이나그밖의수생(水生)무척추동물또는곤충의조제품,117.0,2395.0,355.0,7332.0,-4936.0
충청북도,2017,17,당류(糖類)와설탕과자,1741.0,84676.0,13834.0,5544.0,79132.0
충청북도,2017,18,코코아와그조제품,511.0,37080.0,9386.0,23190.0,13889.0
충청북도,2017,19,곡물ㆍ고운가루ㆍ전분ㆍ밀크의조제품과베이커리제품,1239.0,19257.0,23402.0,31404.0,-12148.0
충청북도,2017,20,채소ㆍ과실ㆍ견과류나식물의그밖의부분의조제품,1055.0,15735.0,6538.0,18247.0,-2512.0
충청북도,2017,21,각종조제식료품,3250.0,168761.0,156094.0,45757.0,123004.0
충청북도,2017,22,음료ㆍ주류ㆍ식초,1191.0,19095.0,2203.0,4667.0,14427.0
충청북도,2017,23,식품공업에서생기는잔재물과웨이스트(waste)조제사료,118.0,5499.0,1710.0,84095.0,-78596.0
충청북도,2017,24,담배와제조한담배대용물연소시키지않고흡입하도록만들어진물품(니코틴을함유하였는지에상관없다)니코틴을함유한그밖의물품으로인체내에니코틴을흡수시키도록만들어진것,22.0,114.0,53.0,3.0,110.0
충청북도,2017,25,소금황토석류(土石類)석고ㆍ석회ㆍ시멘트,508.0,7118.0,1234.0,12420.0,-5302.0
충청북도,2017,27,광물성연료ㆍ광물유(鑛物油)와이들의증류물역청(瀝靑)물질광물성왁스,224.0,3374.0,586.0,64090.0,-60715.0
충청북도,2017,28,무기화학품귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의유기화합물이나무기화합물,2715.0,300249.0,2929.0,301683.0,-1435.0
충청북도,2017,29,유기화학품,3429.0,176608.0,7723.0,400321.0,-223713.0
충청북도,2017,30,의료용품,5439.0,111722.0,9997.0,80638.0,31084.0
충청북도,2017,31,비료,57.0,1583.0,163.0,2465.0,-882.0
충청북도,2017,32,유연용ㆍ염색용추출물(extract)탄닌과이들의유도체염료ㆍ안료와그밖의착색제페인트ㆍ바니시(varnish)퍼티(putty)와그밖의매스틱(mastic)잉크,12613.0,271694.0,5408.0,185565.0,86129.0
충청북도,2017,33,정유(essentialoil)와레지노이드(resinoid)조제향료와화장품ㆍ화장용품,6127.0,90515.0,56380.0,25279.0,65236.0
충청북도,2017,34,비누ㆍ유기계면활성제ㆍ조제세제ㆍ조제윤활제ㆍ인조왁스ㆍ조제왁스ㆍ광택용이나연마용조제품ㆍ양초와이와유사한물품ㆍ조형용페이스트(paste)ㆍ치과용왁스와플라스터(plaster)를기본재료로한치과용조제품,942.0,9391.0,12162.0,37292.0,-27900.0
충청북도,2017,35,단백질계물질변성전분글루(glue)효소,2191.0,16931.0,1441.0,31798.0,-14867.0
충청북도,2017,37,사진용이나영화용재료,2081.0,99821.0,1151.0,26030.0,73791.0
충청북도,2017,38,각종화학공업생산품,7832.0,218838.0,7832.0,538012.0,-319175.0
충청북도,2017,39,플라스틱과그제품,48339.0,1570710.0,30762.0,627048.0,943662.0
충청북도,2017,40,고무와그제품,3436.0,40526.0,2997.0,28878.0,11648.0
충청북도,2017,41,원피(모피는제외한다)와가죽,1177.0,32398.0,426.0,51924.0,-19526.0
충청북도,2017,42,가죽제품마구여행용구ㆍ핸드백과이와유사한용기동물거트(gut)[누에의거트(gut)는제외한다]의제품,307.0,14969.0,6540.0,4752.0,10217.0
충청북도,2017,43,모피ㆍ인조모피와이들의제품,1.0,0.0,15.0,17.0,-17.0
충청북도,2017,44,목재와그제품목탄,1109.0,1761.0,2419.0,67180.0,-65419.0
충청북도,2017,45,코르크(cork)와그제품,0.0,0.0,18.0,129.0,-129.0
충청북도,2017,46,짚ㆍ에스파르토(esparto)나그밖의조물재료의제품바구니세공물(basketware)과지조세공물(枝條細工物),1.0,0.0,57.0,238.0,-238.0
충청북도,2017,47,목재나그밖의섬유질셀룰로오스재료의펄프회수한종이ㆍ판지[웨이스트(waste)와스크랩(scrap)],3.0,1.0,1503.0,69709.0,-69708.0
충청북도,2017,48,종이와판지제지용펄프ㆍ종이ㆍ판지의제품,4188.0,85886.0,4923.0,75262.0,10625.0
충청북도,2017,49,인쇄서적ㆍ신문ㆍ회화ㆍ그밖의인쇄물수제(手製)문서ㆍ타자문서ㆍ도면,673.0,2824.0,1473.0,569.0,2255.0
충청북도,2017,50,견,4.0,8.0,6.0,45.0,-38.0
충청북도,2017,51,양모ㆍ동물의부드러운털이나거친털ㆍ말의털로만든실과직물,170.0,8047.0,319.0,32612.0,-24565.0
충청북도,2017,52,면,109.0,7354.0,414.0,24868.0,-17515.0
충청북도,2017,53,그밖의식물성방직용섬유종이실(paperyarn)과종이실로만든직물,3.0,1.0,61.0,915.0,-914.0
충청북도,2017,54,인조필라멘트인조방직용섬유재료의스트립(strip)과이와유사한것,1375.0,28335.0,798.0,35755.0,-7419.0
충청북도,2017,55,인조스테이플섬유,435.0,14216.0,646.0,41176.0,-26959.0
충청북도,2017,56,워딩(wadding)ㆍ펠트(felt)ㆍ부직포특수사끈ㆍ배의밧줄(cordage)ㆍ로프ㆍ케이블과이들의제품,1480.0,34174.0,1589.0,36680.0,-2506.0
충청북도,2017,57,양탄자류와그밖의방직용섬유로만든바닥깔개,3.0,2.0,133.0,851.0,-848.0
충청북도,2017,58,특수직물터프트(tuft)한직물레이스태피스트리(tapestry)트리밍(trimming)자수천,572.0,5950.0,159.0,345.0,5605.0
충청북도,2017,59,침투ㆍ도포ㆍ피복하거나적층한방직용섬유의직물공업용인방직용섬유제품,1781.0,46323.0,511.0,8092.0,38231.0
충청북도,2017,60,메리야스편물과뜨개질편물,117.0,3691.0,54.0,305.0,3386.0
충청북도,2017,61,의류와그부속품(메리야스편물이나뜨개질편물로한정한다),202.0,1130.0,3735.0,6232.0,-5102.0
충청북도,2017,62,의류와그부속품(메리야스편물이나뜨개질편물은제외한다),54.0,145.0,7711.0,7212.0,-7067.0
충청북도,2017,63,제품으로된방직용섬유의그밖의물품세트사용하던의류ㆍ방직용섬유제품넝마,1425.0,8114.0,3588.0,41422.0,-33308.0
충청북도,2017,64,신발류ㆍ각반과이와유사한것이들의부분품,145.0,875.0,3436.0,2225.0,-1350.0
충청북도,2017,65,모자류와그부분품,59.0,950.0,1096.0,796.0,154.0
충청북도,2017,66,산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용채찍과이들의부분품,12.0,12.0,201.0,210.0,-198.0
충청북도,2017,67,조제깃털ㆍ솜털과그제품조화사람머리카락으로된제품,1640.0,2820.0,957.0,3917.0,-1097.0
충청북도,2017,68,돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나이와유사한재료의제품,2854.0,60538.0,2725.0,44795.0,15743.0
충청북도,2017,69,도자제품,842.0,10367.0,1920.0,23837.0,-13471.0
충청북도,2017,70,유리와유리제품,1711.0,96550.0,3882.0,140058.0,-43508.0
충청북도,2017,71,천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을입힌금속과이들의제품모조신변장식용품주화,3072.0,69587.0,1610.0,33714.0,35874.0
충청북도,2017,72,철강,693.0,40606.0,1398.0,121020.0,-80414.0
충청북도,2017,73,철강의제품,20241.0,322163.0,8004.0,112531.0,209632.0
충청북도,2017,74,구리와그제품,2915.0,95527.0,4642.0,386007.0,-290480.0
충청북도,2017,75,니켈과그제품,284.0,3460.0,82.0,2406.0,1054.0
충청북도,2017,76,알루미늄과그제품,5309.0,170949.0,4006.0,219738.0,-48790.0
충청북도,2017,78,납과그제품,0.0,0.0,18.0,2589.0,-2589.0
충청북도,2017,79,아연과그제품,82.0,1650.0,43.0,61.0,1589.0
충청북도,2017,80,주석과그제품,18.0,845.0,21.0,1097.0,-252.0
충청북도,2017,81,그밖의비금속(卑金屬)서멧(cermet)이들의제품,1727.0,26309.0,707.0,23222.0,3086.0
충청북도,2017,82,비금속(卑金屬)으로만든공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크이들의부분품,11179.0,111208.0,2594.0,16382.0,94826.0
충청북도,2017,83,비금속(卑金屬)으로만든각종제품,1034.0,13896.0,992.0,5207.0,8688.0
충청북도,2017,84,원자로ㆍ보일러ㆍ기계류와이들의부분품,25607.0,910421.0,17453.0,473682.0,436739.0
충청북도,2017,85,전기기기와그부분품녹음기ㆍ음성재생기ㆍ텔레비전의영상과음성의기록기ㆍ재생기와이들의부분품ㆍ부속품,118914.0,12318919.0,38057.0,824858.0,11494061.0
충청북도,2017,86,철도용이나궤도용기관차ㆍ차량과이들의부분품철도용이나궤도용장비품과그부분품기계식(전기기계식을포함한다)각종교통신호용기기,82.0,17862.0,88.0,6508.0,11354.0
충청북도,2017,87,철도용이나궤도용외의차량과그부분품ㆍ부속품,8362.0,456836.0,5310.0,52868.0,403968.0
충청북도,2017,88,항공기와우주선이들의부분품,45.0,136.0,124.0,4679.0,-4543.0
충청북도,2017,90,광학기기ㆍ사진용기기ㆍ영화용기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용기기이들의부분품과부속품,22472.0,1424616.0,11432.0,244271.0,1180345.0
충청북도,2017,91,시계와그부분품,54.0,213.0,1142.0,788.0,-574.0
충청북도,2017,92,악기와그부분품과부속품,133.0,1865.0,498.0,7389.0,-5523.0
충청북도,2017,93,무기ㆍ총포탄과이들의부분품과부속품,86.0,68033.0,27.0,203.0,67830.0
충청북도,2017,94,가구침구ㆍ매트리스ㆍ매트리스서포트(mattresssupport)ㆍ쿠션과이와유사한물품다른류로분류되지않은조명기구조명용사인ㆍ조명용네임플레이트(name-plate)와이와유사한물품조립식건축물,1767.0,32283.0,3281.0,23390.0,8894.0
충청북도,2017,95,완구ㆍ게임용구ㆍ운동용구와이들의부분품과부속품,891.0,40161.0,6260.0,12588.0,27573.0
충청북도,2017,96,잡품,2575.0,67967.0,9483.0,8311.0,59656.0
충청북도,2017,97,예술품ㆍ수집품ㆍ골동품,0.0,0.0,28.0,4270.0,-4270.0
충청북도,2017,99,일시적입법;설치된간이수정에따른입법을트레이드한다;추가적수입제한농업인것의제22부에따른확립된것조정행위수정된것처럼,0.0,0.0,177.0,0.0,0.0
충청북도,2017,89,선박과수상구조물,11.0,502.0,44.0,410.0,93.0
충청북도,2017,36,화약류화공품성냥발화성합금특정가연성조제품,61.0,9837.0,50.0,1986.0,7851.0
충청북도,2017,26,광(鑛)ㆍ슬래그(slag)ㆍ회(灰),1.0,0.0,243.0,24539.0,-24539.0
충청북도,2018,01,살아있는동물,0.0,0.0,106.0,2677.0,-2677.0
충청북도,2018,02,육과식용설육(屑肉),1.0,4.0,1583.0,92065.0,-92061.0
충청북도,2018,03,어류ㆍ갑각류ㆍ연체동물과그밖의수생(水生)무척추동물,30.0,46.0,671.0,3875.0,-3829.0
충청북도,2018,04,낙농품새의알천연꿀다른류로분류되지않은식용인동물성생산품,183.0,17201.0,4146.0,77770.0,-60568.0
충청북도,2018,05,다른류로분류되지않은동물성생산품,88.0,6075.0,76.0,1597.0,4478.0
충청북도,2018,06,살아있는수목과그밖의식물인경(鱗莖)ㆍ뿌리와이와유사한물품절화(切花)와장식용잎,94.0,1605.0,344.0,3256.0,-1651.0
충청북도,2018,07,식용의채소ㆍ뿌리ㆍ괴경(塊莖),577.0,4935.0,2264.0,29940.0,-25005.0
충청북도,2018,08,식용의과실과견과류감귤류ㆍ멜론의껍질,439.0,4438.0,3177.0,27067.0,-22628.0
충청북도,2018,09,커피ㆍ차ㆍ마테(maté)ㆍ향신료,672.0,6392.0,9028.0,59181.0,-52789.0
충청북도,2018,10,곡물,7.0,147.0,1333.0,157226.0,-157079.0
